Unnamed: 0,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Department,Course,Instructor,Semester,Academic Year,Gender,Attendance (%),Study Hours,GPA,Overall Satisfaction,Satisfaction Label,Student Feedback,Feedback Length,Character Count,Word Count,Clean Feedback,Sentiment
550,273,9,3,7,1,5,3,8,4,Information Technology,Artificial Intelligence,Dr. Grace Njeri,2024 Semester 1,Year 4,Female,68,1,3.59,5.0,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
337,630,5,5,4,8,3,6,6,8,Computer Science,Artificial Intelligence,Dr. Grace Njeri,2025 Semester 1,Year 2,Male,62,15,2.79,5.62,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
871,502,6,3,5,1,8,4,7,8,Data Science,Operating Systems,Dr. Sarah Johnson,2025 Semester 1,Year 2,Female,71,4,2.98,5.25,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
640,119,9,10,5,1,9,6,7,6,Cyber Security,Machine Learning,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Male,85,20,3.76,6.62,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
778,230,7,2,8,2,6,1,9,2,Data Science,Database Systems,Dr. James Mwangi,2023 Semester 2,Year 3,Female,52,10,2.83,4.62,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
987,555,9,2,8,7,2,1,3,10,Data Science,Data Mining,Prof. Linda Wanjiru,2025 Semester 1,Year 4,Male,72,23,3.07,5.25,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
952,302,8,4,6,7,1,4,1,8,Computer Science,Data Mining,Dr. Grace Njeri,2025 Semester 1,Year 2,Male,54,9,2.1,4.88,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
472,91,6,5,4,2,5,8,3,3,Software Engineering,Computer Networks,Dr. Grace Njeri,2023 Semester 2,Year 2,Female,61,2,2.0,4.5,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
945,936,6,7,6,4,1,8,4,10,Data Science,Artificial Intelligence,Dr. Grace Njeri,2025 Semester 1,Year 3,Female,99,14,2.49,5.75,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
150,154,9,7,4,8,2,6,3,9,Information Technology,Operating Systems,Prof. Linda Wanjiru,2025 Semester 1,Year 4,Male,73,16,3.36,6.0,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
414,53,5,8,5,1,10,8,5,7,Software Engineering,Operating Systems,Dr. Grace Njeri,2023 Semester 2,Year 4,Female,50,1,2.24,6.12,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
989,259,8,3,8,9,7,4,10,7,Cyber Security,Data Mining,Dr. Sarah Johnson,2023 Semester 2,Year 3,Female,58,2,2.23,7.0,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
297,527,5,6,5,2,8,6,9,8,Computer Science,Computer Networks,Dr. Grace Njeri,2024 Semester 2,Year 3,Female,66,7,2.82,6.12,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
610,873,10,10,4,5,9,10,2,5,Cyber Security,Computer Networks,Prof. Michael Kimani,2024 Semester 1,Year 4,Male,98,10,3.3,6.88,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
262,947,7,3,8,1,5,9,7,2,Software Engineering,Computer Networks,Prof. Linda Wanjiru,2024 Semester 1,Year 3,Male,50,22,3.42,5.25,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
763,563,7,4,8,8,7,3,3,10,Software Engineering,Database Systems,Prof. Michael Kimani,2023 Semester 2,Year 4,Female,70,20,2.36,6.25,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
143,59,5,8,5,6,10,3,4,10,Software Engineering,Machine Learning,Dr. Grace Njeri,2023 Semester 2,Year 4,Female,83,1,2.16,6.38,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
345,396,6,10,4,6,1,2,4,10,Cyber Security,Database Systems,Dr. Sarah Johnson,2025 Semester 1,Year 2,Male,56,13,3.88,5.38,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
623,532,10,2,4,2,2,6,10,9,Software Engineering,Cloud Computing,Dr. James Mwangi,2024 Semester 2,Year 2,Female,79,1,2.52,5.62,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
571,16,5,3,6,6,5,8,8,2,Cyber Security,Cloud Computing,Dr. Grace Njeri,2024 Semester 2,Year 4,Male,58,5,3.71,5.38,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
880,214,6,6,4,3,1,3,4,6,Software Engineering,Machine Learning,Dr. Sarah Johnson,2023 Semester 2,Year 4,Female,66,16,3.73,4.12,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
1,253,6,5,8,6,2,1,2,9,Information Technology,Data Mining,Prof. Linda Wanjiru,2025 Semester 1,Year 4,Female,95,15,3.55,4.88,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
896,628,10,10,4,7,1,7,3,9,Software Engineering,Machine Learning,Prof. Michael Kimani,2025 Semester 1,Year 4,Female,67,17,2.34,6.38,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
303,954,8,8,6,3,9,5,7,2,Cyber Security,Operating Systems,Prof. Michael Kimani,2024 Semester 1,Year 4,Male,92,23,3.64,6.0,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
253,840,5,7,5,6,9,9,10,6,Data Science,Cloud Computing,Prof. Michael Kimani,2024 Semester 1,Year 4,Male,51,16,3.54,7.12,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
651,615,5,6,7,9,1,1,1,5,Software Engineering,Artificial Intelligence,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Male,84,13,3.19,4.38,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
452,341,9,4,4,4,7,5,5,8,Data Science,Artificial Intelligence,Dr. Sarah Johnson,2024 Semester 1,Year 4,Male,94,11,2.67,5.75,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
36,704,9,9,8,6,8,4,8,5,Information Technology,Data Mining,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Female,69,17,2.53,7.12,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
159,941,9,3,7,2,9,7,3,1,Computer Science,Operating Systems,Prof. Michael Kimani,2025 Semester 1,Year 3,Female,57,17,2.24,5.12,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
8,814,6,5,8,6,4,4,7,9,Information Technology,Database Systems,Dr. Grace Njeri,2024 Semester 1,Year 4,Male,65,2,3.02,6.12,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
232,167,7,7,5,8,6,9,9,8,Software Engineering,Operating Systems,Dr. James Mwangi,2024 Semester 2,Year 4,Female,85,13,3.17,7.38,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
98,201,8,2,8,9,8,8,9,4,Data Science,Artificial Intelligence,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Female,54,14,2.72,7.0,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
658,269,9,10,6,10,10,1,9,10,Data Science,Artificial Intelligence,Prof. Linda Wanjiru,2025 Semester 1,Year 3,Male,97,11,2.95,8.12,Satisfied,Assignments were challenging but helped improve my understanding.,8,65,8,assignment challenging helped improve understanding,Positive
815,131,9,4,8,2,7,5,2,10,Cyber Security,Cloud Computing,Dr. Sarah Johnson,2024 Semester 2,Year 4,Female,99,10,2.73,5.88,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
207,652,8,3,4,8,3,2,2,3,Data Science,Operating Systems,Dr. Sarah Johnson,2023 Semester 2,Year 4,Female,53,3,3.28,4.12,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
130,580,5,2,5,8,6,5,4,9,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Male,59,17,3.8,5.5,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
403,275,8,5,4,9,5,5,8,10,Computer Science,Artificial Intelligence,Prof. Michael Kimani,2025 Semester 1,Year 3,Female,96,15,2.33,6.75,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
151,79,6,4,6,6,6,4,9,10,Software Engineering,Database Systems,Dr. James Mwangi,2023 Semester 2,Year 3,Female,46,9,2.76,6.38,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
53,740,8,10,7,3,2,10,10,1,Cyber Security,Data Mining,Dr. Sarah Johnson,2024 Semester 1,Year 2,Female,69,10,2.28,6.38,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
119,280,9,10,4,7,7,3,5,4,Computer Science,Computer Networks,Prof. Michael Kimani,2024 Semester 1,Year 3,Male,57,8,3.25,6.12,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
672,140,7,10,6,8,6,10,9,6,Data Science,Data Mining,Dr. Grace Njeri,2024 Semester 1,Year 2,Male,78,21,3.46,7.75,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
919,731,5,10,6,9,5,10,5,2,Data Science,Operating Systems,Dr. Sarah Johnson,2025 Semester 1,Year 4,Female,95,13,3.86,6.5,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
627,311,7,5,6,8,4,9,8,9,Computer Science,Data Mining,Prof. Michael Kimani,2024 Semester 2,Year 4,Female,78,18,2.56,7.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
586,376,5,5,5,8,8,4,6,10,Data Science,Artificial Intelligence,Prof. Michael Kimani,2023 Semester 2,Year 3,Female,79,5,3.9,6.38,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
624,64,6,2,8,1,8,4,8,4,Computer Science,Artificial Intelligence,Dr. James Mwangi,2024 Semester 1,Year 4,Male,82,6,2.13,5.12,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
967,844,8,6,4,1,1,8,10,9,Cyber Security,Operating Systems,Dr. James Mwangi,2023 Semester 2,Year 4,Male,47,17,3.21,5.88,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
419,252,8,9,4,6,10,2,7,5,Cyber Security,Operating Systems,Dr. Grace Njeri,2025 Semester 1,Year 4,Male,86,11,2.11,6.38,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
421,179,6,3,7,6,2,6,5,2,Computer Science,Computer Networks,Prof. Michael Kimani,2024 Semester 1,Year 4,Female,50,20,3.79,4.62,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
103,671,9,8,6,10,10,7,7,8,Cyber Security,Computer Networks,Prof. Michael Kimani,2025 Semester 1,Year 2,Female,99,16,3.06,8.12,Satisfied,I highly recommend this course because the content was relevant and practical.,12,78,12,highly recommend course content relevant practical,Positive
851,564,5,10,5,6,8,5,3,1,Cyber Security,Cloud Computing,Dr. James Mwangi,2024 Semester 2,Year 2,Female,92,9,3.34,5.38,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
253,840,5,7,5,6,9,9,10,6,Cyber Security,Operating Systems,Dr. Sarah Johnson,2025 Semester 1,Year 3,Female,93,2,3.66,7.12,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
226,220,10,5,8,7,9,7,2,7,Information Technology,Database Systems,Dr. Sarah Johnson,2025 Semester 1,Year 3,Female,63,5,2.3,6.88,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
111,641,5,10,6,7,4,2,5,4,Software Engineering,Data Mining,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Male,47,1,2.08,5.38,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
509,409,8,9,7,3,10,4,6,1,Data Science,Operating Systems,Dr. James Mwangi,2023 Semester 2,Year 4,Female,62,4,3.76,6.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
472,91,6,5,4,2,5,8,3,3,Information Technology,Machine Learning,Prof. Linda Wanjiru,2024 Semester 2,Year 4,Female,83,4,2.63,4.5,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
98,201,8,2,8,9,8,8,9,4,Cyber Security,Cloud Computing,Dr. James Mwangi,2024 Semester 2,Year 2,Female,53,22,2.26,7.0,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
152,36,10,6,5,2,1,9,9,6,Computer Science,Machine Learning,Dr. Grace Njeri,2025 Semester 1,Year 2,Male,96,3,2.94,6.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
860,193,5,9,4,6,5,7,1,9,Cyber Security,Artificial Intelligence,Prof. Michael Kimani,2023 Semester 2,Year 3,Female,56,9,3.2,5.75,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
913,783,5,2,8,2,8,5,7,3,Software Engineering,Computer Networks,Dr. Grace Njeri,2024 Semester 1,Year 2,Male,49,22,2.06,5.0,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
895,351,8,5,8,10,1,9,7,7,Cyber Security,Data Mining,Dr. James Mwangi,2024 Semester 2,Year 2,Male,47,23,2.55,6.88,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
877,339,6,10,5,9,4,3,6,5,Computer Science,Operating Systems,Prof. Michael Kimani,2023 Semester 2,Year 2,Male,55,12,2.07,6.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
337,630,5,5,4,8,3,6,6,8,Software Engineering,Machine Learning,Dr. Sarah Johnson,2024 Semester 2,Year 2,Male,74,10,2.84,5.62,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
705,314,5,10,6,8,6,6,10,4,Cyber Security,Data Mining,Dr. Sarah Johnson,2024 Semester 2,Year 2,Male,48,2,3.79,6.88,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
821,774,7,10,5,4,6,10,9,6,Software Engineering,Artificial Intelligence,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Female,49,11,3.97,7.12,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
162,839,9,2,5,10,4,4,9,1,Data Science,Computer Networks,Dr. James Mwangi,2024 Semester 2,Year 3,Female,45,10,3.27,5.5,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
719,775,5,6,7,2,5,4,1,4,Data Science,Database Systems,Dr. James Mwangi,2025 Semester 1,Year 2,Male,71,22,2.32,4.25,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
956,415,9,3,5,1,8,9,9,2,Cyber Security,Cloud Computing,Dr. Sarah Johnson,2023 Semester 2,Year 3,Male,72,6,3.81,5.75,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
680,225,10,4,5,9,3,6,9,4,Software Engineering,Data Mining,Dr. Grace Njeri,2023 Semester 2,Year 4,Male,73,18,3.03,6.25,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
995,98,9,9,7,2,3,3,8,4,Computer Science,Data Mining,Prof. Michael Kimani,2023 Semester 2,Year 2,Female,62,2,2.31,5.62,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
160,919,10,2,8,5,6,3,8,5,Cyber Security,Database Systems,Dr. Grace Njeri,2024 Semester 2,Year 4,Female,56,2,3.84,5.88,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
